address,price,description,bedrooms,bathrooms,latitude,longitude,postcode,property_id
"Westport Street, London",2200,"Cosmo Apartments is a superb new development in Stepney Green, with excellent transport links. Finished to an impeccable standard this wonderful two bed apartment offers contemporary living with a well-arranged living space leading to a fantastic roof terrace and state-of-the-art fixtures and fit...",2,2,51.5141947,-0.0435854,E1 0RA,f969217644d15556f95e4d48aec247b4
"Heathside, Finchley Road",3200,"Available now, this newly refurbished one-bedroom flat on the third floor of the sought-after Heathside Development is beautifully presented with a light-filled, modern interior. Large windows maximise natural light throughout, enhancing the sense of space. The reception room is bright and inviti...",1,1,51.5687067,-0.1942605,NW11,9cb75aa45d21071cc9afcd0c238e5f51
Chiswick High Road,1750,"A delightful top floor (3rd floor) apartment with a small roof terrace, providing outside space off the main living area.
The apartment has 513 sq/ft of accommodation comprising; open plan living/dining/kitchen with glazed sliding doors onto the balcony/terrace, one double bedroom, bathroom with ...",1,1,51.4926839,-0.2667843,W4,a6d9105844a20168022d95e61c899f0a
"Second Avenue, Bush Hill Park",2295,"Atlantic Sales & Lettings are pleased to offer a fantastic location and recently refurbished 3 bedroom semi-detached house in Bush Hill Park, EN1.   The property is local to Bush Hill Park train station, local",3,1,51.6445559,-0.06559659999999999,EN1,5e55b355617ad96599788682eb1162f0
"Merchant Square, Paddington, London",7345,"A well-appointed, south-facing, three double bedroom apartment situated on the seventh floor of this popular development within the Paddington Basin, overlooking the Grand Union Canal. QUOTE REF AR0255",3,2,51.5189256,-0.1730681,W2,66e87c444178ec4524df05acb52089c8
"Ladbroke Crescent, Notting Hill, London",1999,"MASSIVELY REDUCED RENT - FOR IMMEDIATE LET! OFFERS OVER ASKING PRICE 30 Sec walk to Tube, Shops, Restaurants, Bars and Portobello Road! BEST and Most CENTRAL 2 Bed Flat you will ever find in Notting Hil... Stunning 2 Bed, FIRST FLOOR, Notting Hill, W11. Amazing Location! 2 minu...",2,1,51.5161528,-0.2099932,W11 1PS,07ae89ae39e810f2a34a8afd010c3068
"Water Street, London",4012,ENJOY FOUR WEEKS RENT-FREE WHEN YOU MOVE IN MARCH! Your life made simple. That's renting with Vertus. Find Canary Wharf homes with perks & amenities to match.,2,2,51.5028723,-0.0144318,E14,5bbea440c0fe3f0c3070d41663de1d40
"Westferry Road, Docklands, London",2102,"A two double bedroom, two bathroom furnished apartment set within a gated development located near the River Thames. This apartment includes a spacious living area, separate fitted kitchen with integrated appliances, wood flooring, electric heating, and bathroom tiling.",2,2,51.5000013,-0.0264994,E14,3dbd39324a778a8c7453a98f37858cf5
"Chesterfield Hill, Mayfair",36617,"An exceptional six bedroom new build townhouse set behind a restored, original facade. Meticulously refurbished, the property features the finest hand crafted materials, lighting and bespoke joinery.",6,5,51.5082669,-0.1485397,W1J 5BH,9b2e60f446f00ac9acabc9805b68bdb8
"Kings Road, Cheslea, London",1999,MASSIVELY REDUCED RENT - FOR IMMEDIATE LET! OFFERS OVER ASKING PRICE HUGE 3 Bed Flat in AMAZING CHELSEA! 3 x Bedrooms + 1 x Living Room Amazing CHELSEA - World Famous Kings Road!! Perfect for Related Family members ... OR Sharers / Young Professionals (Following New HMO Rules) ...,3,2,51.4856303,-0.1734447,SW19 8PL,00082048879aed747854217532714b2e
"Neville House, 19 Page Street, Westminster, London",3250,We are pleased to offer this bright and spacious 2 bedroom apartment located on the 1st floor of this popular modern development. This well presented property further benefits from an open plan integrated modern kitchen and reception room with access to a large private balcony with views onto St ...,2,2,51.4938679,-0.1287199,SW1P,9b37f613dfb4e52d2fe106d19c4660e8
"Water Street, London",4326,ENJOY FOUR WEEKS RENT-FREE WHEN YOU MOVE IN MARCH! Your life made simple. That's renting with Vertus. Find Canary Wharf homes with perks & amenities to match.,2,2,51.5028723,-0.0144318,E14,9ca3545913efd7d051c613c690329e7d
"Ginger Apartments, 1 Cayenne Court",2100,"A modern apartment situated in this popular Shad Thames development. The property boasts a spacious reception room, modern kitchen & bathroom and a private balcony.",1,1,51.50305549999999,-0.0735483,SE1,1a181e6923076bace7e5781d8d235bdf
"Vousden Grove, West Thamesmead",2200,"A stunning two double bedroom, two bathroom apartment offered fully furnished with a balcony.",2,2,51.4954443,0.0822479,SE28,4af6bdb81e07b2d374a3b746dfa66110
"House-share, Lister Court, Yoakley Road, Stoke Newington",1000,"FEMALE ONLY - Tidy, fully furnished double bedroom in vibrant Stoke Newington. Shared fully fitted kitchen and three piece bathroom suite, with two other professional female tenants. Excellent location, close to local amenities, and easy access to central London.",0,1,51.5635169,-0.081243,N16,5eb209d269e67619553cbac83034e62e
"Denmark Hill, London",2250,"Two bedroom house with private garden. Large open plan reception / dining room leads out to large a private garden. The well equipped kitchen has a range cooker and new dishwasher. upstairs are two double bedrooms, plenty of storage and a family bathroom. Conveniently located next to Kings Colleg...",2,1,51.4672008,-0.0908365,SE5 8EA,0589ca5b9f31ceff0b784e23e6158df9
"The Maple Brent Cross Town Ribbon Lane, London",2995,"Experience luxury, convenience, and vibrant community living at The Maple, Brent Cross Town. Contact us now for full availability on studios, one, two, three, and four-bedroom apartments.",2,1,51.57212699999999,-0.2205785,NW2,c56f4a55f60b694748a036f43a59ba45
"Meranti House ,, 84 Alie Street, London",3500,"Introducing an exquisite rental opportunity in the highly sought-after phase two of the luxurious Goodman's Fields development. This impressive first-floor apartment boasts two double bedrooms, two bathrooms, and a spacious private terrace, offering an exceptional living experience. As...",2,2,51.5146096,-0.0687516,E1,17ce36993b42141980b391ecf47a9630
"Siena House, 250 City Rd, London",3250,1-bedroom 1-bathroom apartment located on the 3rd floor of Siena House in the leading development of 250 City Road.,1,1,51.5290729,-0.0959192,EC1V,8d369c6b5085f4078bbeb7bd5033c07f
"Sussex Way, London,4JD",2100,"A beautifully presented 2 bedroom flat within easy reach of both Archway Tube & Finsbury Park Tube Station. Available early June 2025, exclusively with Network Agencies.",2,1,51.565687,-0.1228232,N19,b1f2a2c103aaa106a9f0841c78f460b7
Denmark Road Wimbledon,2350,"A superb modern two double bedroom cottage to rent set in Wimbledon Village which is also gated and benefits from a private courtyard, balcony and wooden flooring.",2,1,51.4205659,-0.2187447,SW19,e325948a1c00e9fbfc978b6243497b9c
"Beaufort Street, Chelsea, London",3000,"This lower ground two bed offers a private entrance, blending classic charm with modern living. Two good double bedrooms and two bathrooms and open plan living room and kitchen, with the standout feature being the bifolding doors leading to the decking and garden. This wonderful feature allows fo...",2,2,51.4844216,-0.1756844,SW3,56723f467c641295eba685ddb949e99f
"George Street, London",4148,ENJOY FOUR WEEKS RENT-FREE WHEN YOU MOVE IN MARCH! Your life made simple. That's renting with Vertus. Find Canary Wharf homes with perks & amenities to match.,2,2,51.5023211,-0.0127598,E14,204418dd1edb1d9952ba304dc1633a2d
"Hampden Way, London",800,"Lettings of London is pleased to offer this ENSUITE Room within Shared HOUSE with 2 other occupants. Property is located within walking distance to Tube, Train, Buses in Southgate N14. ALL BILLS included. AVAILABLE NOW",1,1,51.6268743,-0.1401593,N14,508275a1269a76d562dd9e1ed081c8a8
"Evelina Road, Nunhead",1695,A quirky one bedroom maisonette with a private garden a moment from Nunhead mainline station. This lower ground floor property features a spacious open plan kitchen reception with a double bedroom off it and a bigger than average bathroom on another level. The patio garden is low maintenance and ...,1,1,51.4677561,-0.0539676,SE15 2DX,de2484658798fe33eb459d83c8209e79
"Grove Road, London",2448,"A newly refurbished 2 double bedroom, 2 bathroom apartment to rent with private rear garden. The property has been done to a very high spec and features a fully fitted kitchen, 2 modern bathrooms, spacious bedrooms with built in wardrobes and lots of storage space. Conveniently situated close to ...",2,2,51.5490152,-0.2257589,NW2,b3ea323b507206acd3a82628b7cd226d
"Brigade Court, 94 Southwark Bridge Road",3597,"A stunning 2 bedroom to rent in Brigade Court, SE1 This is a fantastic opportunity to rent a 2 bedroom apartment in the exclusive and desirable Brigade Court, Borough, SE1. An exclusive CBRE instruction. The development will offer a large range of res...",2,2,51.50252810000001,-0.0975028,SE1,2fe6a0eeede5c6a6f4462223436a6288
"The Maple Brent Cross Town  Merchant Street, London",2385,"Experience luxury, convenience, and vibrant community living at The Maple, Brent Cross Town. Contact us now for full availability on studios, one, two, three, and four-bedroom apartments.",1,1,51.5707828,-0.2235054,NW2,40fc72a699624737efb3fc7b03d5624a
"Bollinder Place, London",3250,"Available 19th of May - 250 City Road, Situated in the heart of Zone 1, the impressive development provides peaceful internal garden views and a host of world-class services, alongside 1.9 acres of beautifully-landscaped green spaces & world class amenities!",1,1,51.5292902,-0.0966497,EC1V,d73e28bffceab264a715a39a3bc0a5c1
"Richmond Hill, Richmond",2500,Two bedroom apartment on Richmond Hill with parquet flooring and beautiful views.,2,1,51.4539384,-0.2997198,TW10 6BD,cf791b0d52a107d4144f4b3503260d5b
"Carnation Way, Thames City",4225,"An amazing 1 bedroom to rent in Thames City, SW8 An amazing collection of premium residences offering a level of modern luxury which has not yet been seen in Nine Elms, all within a Zone 1 location. This contemporary 1 bedroom apartment has been thoughtfully desig...",1,1,51.4822329,-0.1281904,SW8,3cba5c736451dafd5b25d82631d79667
"Kensington Court, Kensington",8558,Situated on this beautiful square in a prime Kensington location and just moments from Kensington Palace and the wide open spaces of Kensington Gardens. This fabulous 2 bedroom apartment is positioned over the raised ground and lower ground floors of this truly impressive red brick building with ...,2,2,51.5012445,-0.1878152,W8,cb1cb0a76646f053539ab432ea143a2f
"George Street, London",4012,ENJOY FOUR WEEKS RENT-FREE WHEN YOU MOVE IN MARCH! Your life made simple. That's renting with Vertus. Find Canary Wharf homes with perks & amenities to match.,2,2,51.5023211,-0.0127598,E14,d66921aadbd8c5c47922fc8d0ffe022a
"Great Titchfield Street, London",6717,"A beautifully refurbished warehouse style one bedroom apartment located in the heart of Fitzrovia. The property benefits from wood flooring throughout, an open plan kitchen to reception room with exposed brickwork, double bedroom and a contemporary bathroom. It is ideally located moments fr...",1,1,51.5196512,-0.1410813,W1W,38444385b22e8eb0f966bd7a8c425c48
"3 Lanchester Way, London",3300,"Hello Neighbour welcome you to this stylish two-bedroom apartment in Lanchester Way, Greater London. The property boasts bright, airy interiors with a modern design throughout. The open-plan living space is complemented by a fully fitted kitchen with high-quality appliances, and the apartment com...",2,2,51.4739103,-0.0506232,SW11,e680a54a3f9323a3e36e9b14546e492b
"Holmdale Road, London",1600,"This is a light and airy apartment situated on the second floor of an imposing period building in prime West Hampstead. The property is well presented throughout and benefits from a generous size living space, modern tiled shower room, separate mezzanine style sleeping area with fitted ...",1,1,51.5509165,-0.1944296,NW6,0a93d41772a32dfc3cf604af5dc6a4a3
"Fabian House, Cannon Street Road, Whitechapel",2300,"This modern two-bedroom apartment situated a short walk from Aldgate East Underground and the new Elizabeth line at Whitechapel Station. Comprising two double bedrooms, two bathrooms, an open-plan kitchen and living area and a storage cupboard.",2,2,51.51344510000001,-0.06168680000000001,E1 2LX,f5ee9f1452c0d2c7b7439eafc28fb2ed
"Carnation Way, Thames City",5308,"Bright 2 bed flat for rent in Thames City, SW8 An amazing collection of premium residences offering a level of modern luxury which has not yet been seen in Nine Elms, all within a Zone 1 location. This contemporary 2 bedroom apartment has been thoughtfully designe...",2,2,51.4822329,-0.1281904,SW8,117a544d15d70d0718a3ff22128cdb0a
"Kensington Road, Kensington Road",19500,"Amazing five bedroom flat located in the highly desirable Cumberland House. The property consists of five bedrooms, four bathrooms, guest WC, separate kitchen as well as separate dining room and reception room.",5,4,-33.9094075,151.2210715,W8 5NX,c964e757938964d6e1db1f558c078f01
"Norton House, Royal Arsenal Riverside, London",2600,A stunning modern two bedroom apartment which is set within Norton House in the impressive and popular Royal Arsenal Riverside - this a modern development located beside the River Thames in Woolwich.,2,2,51.494543,0.0665349,SE18,8bea4dbf2b33e244541e705c6df53355
"Treen Avenue, Barnes",1900,"Welcome to this charming one bedroom ground floor apartment located on White Hart Lane in London. This purpose built flat boasts a very modern finish, having just been renovated to offer a fresh and contemporary living space. The property features a reception room perfect for relaxing or entertai...",1,1,51.4667243,-0.2515964,SW13,a1cca2842b8b880e5f3a13c67ef5f93f
"Flat 801, Mitre Yard, 104-106 Scrubs Lane, London",2216,*INC 4 WEEKS RENT FREE | Brand new luxury apartment | North Kensington | 24hr concierge | Residents gym with Technogym equipment | Stunning roof terraces | Zero deposit option | Car parking available from £50pm,1,1,51.5273645,-0.2355447,NW10,1f106c881e5a8c28e3212e361eb1bf6b
"Gladwin Tower, 50 Wandsworth Road, Nine Elms",4000,"A newly built two bedroom, two bathroom apartment located on the 15th floor of the sought after Sky Gardens development.",2,2,51.4814963,-0.1279898,SW8,eba832447f6bedbc2e770f0bb155dc63
"Belgrave Court, London",6000,Experience the epitome of luxury living with this incredible apartment in Canary Wharf. Offering exceptional views of both the River Thames & City of London,3,3,51.507161,-0.029005,E14,f826a16eb5464c8896daf04226c71779
"Flat 1006, Mitre Yard, 104-106 Scrubs Lane, London",2531,*INC 5 WEEKS RENT FREE | Brand new luxury apartment | North Kensington | 24hr concierge | Residents gym with Technogym equipment | Stunning roof terraces | Zero deposit option | Car parking available from £50pm,2,1,51.5273645,-0.2355447,NW10,cecf959041419bf1962cbc39e6c42d0e
"Poplar Riverside, 1 Hemlock Street, London",1750,**BRAND NEW**AMAZING AMENITIES**Stunning one bed proeprty on 5th floor in the popular development of Poplar Riverside. **The flat is brand new and unfurnished now. Furnishing Negotiable **,1,1,51.5152616,-0.0032512,E14 0XZ,e629f2c52881ccc196645792eb8b0f62
"Florence Street, Islington, London",4500,"Beautiful three bedroom double fronted house located on this tree lined street in the heart of Islington, moments from Upper Street and Angel. The property offers 880 square foot which is located over two floors with the ground floor offering a large kitchen and dining area, reception room with a...",3,3,51.5399429,-0.1016159,N1,88dc0396fa19d0389fbdabbd4b939882
"Pan Peninsula Square, Canary Wharf, London",2383,"A one bedroom apartment set within the West Tower of Pan Peninsula. Features include a living room with a private balcony, a well-equipped open plan kitchen, a double bedroom with integrated wardrobes and a bathroom with marble fittings.",1,1,51.4997718,-0.0179172,E14,475e700f965ca35c57cb2dbed509be65
"The Maple Brent Cross Town Ribbon Lane, London",2085,"Experience luxury, convenience, and vibrant community living at The Maple, Brent Cross Town. Contact us now for full availability on studios, one, two, three, and four-bedroom apartments.",0,1,51.57212699999999,-0.2205785,NW2,de033d0dbd0ee6132c9fec0df4612957
"High Road, London",1000,"A spacious double bedroom within this recently refurbished apartment, located on the first floor of this purpose built development is available. Beautifully styled throughout, this room has an en-suite bathroom and shared access to a contemporary kitchen. Furnishings include, double bed a...",1,1,51.5904429,-0.1034232,N17 9TR,64735acbbf34563b14762b875ffae36b
"Courtland Grove, London",2000,"Hi Residential would like to offer to the rental market is this three bedroom semi-detached family home situated in a quiet cul-de-sac, which has been recently refurbished. This property offers a front and private rear garden, large reception room, modern kitchen with dining area. on the...",3,1,51.5082435,0.1294432,SE28,2fa284eb0657b765511adfe5f7f1c316
"Palace Road, Streatham Hill",1600,"Haart of Streatham are proud to present a hi spec, spacious and modern one bedroom flat located close to Streatham Hill Station",1,1,51.440543,-0.1158173,SW2,c7328cad586f531d842fb47f80924b4a
"Comeragh Road, West Kensington",1800,A lovely one bedroom apartment on the popular Comeragh Road. The property is situated on the top floor and has been finished to a good standard through-out with separate kitchen and modern bathroom,1,1,51.4892406,-0.2096301,W14 9HP,bd54c4183c9cf69ab929c47f7363913a
"Lily Close, West Kensington",2700,"This two bedroom property is finished to a fantastic standard throughout. With wood flooring, open plan living and a private patio along with access to communal gardens this property is ideal for a young family or couple looking for a long term home.",2,1,51.4920021,-0.2145302,W14 9YA,545305dc9d38a44e0f2b7d62f4bfa2a1
"Old House Gardens, East Twickenham",2195,"This well presented ground floor apartment offers two generous double bedrooms, wood flooring throughout, a contemporary kitchen and built in wardrobes. The property also benefits from direct access to well maintained communal gardens and unallocated parking. Ideally located close to the River Th...",2,1,51.4568173,-0.3128394,TW1 2QB,60df456d3b0533265ba9f83651eea6ed
"Brill Place, Kings Cross",7500,"Stunning Skyline Apartment – 18th Floor – Amazing Views - Approx. 179sqm / 1,925sqft - Open-Plan living – Two Double Bedrooms – Separate Study – Furnished – Concierge Service – 3 Winter Gardens",2,3,51.531991,-0.1289272,NW1,530d05ac99477a65bc3c4e3622443561
"Lanterns Court, Millharbour, Canary Wharf, London",2058,"A one bedroom apartment set in a modern development located close to Millwall Inner Dock and the local shops and amenities of Millharbour, Canary Wharf E14. Features include a living room with full-height windows, recessed spot lighting, wood flooring and an open plan kitchen with fully integrate...",1,1,51.4979018,-0.0189269,E14,1f841ff7985ce9bfc879ae37636fed71
"Clifford Road, LONDON",1300,"Barnard Marcus is excited to present this high spec 1 bedroom New build. Boasting top of the range appliances, with high qauility finishing, this apartment is located conveniently a 30 seconds walk from South Norwood Station. Book now to be one of the first clients to view this one of a kind pro...",1,0,51.5922691,-0.0069004,E17 4JE,f0186a8402d2228f633aaa8bb6dad741
"Cheniston Gardens, Kensington",2708,"A superb and bright two double bedroom apartment, offers a generous reception room with space for dining, a modern kitchen with built in appliances and a smart bathroom. Easy access of Kensington High Street.",2,1,51.4987936,-0.1926414,W8,ed4578cb583fe2db521253070f595c09
"Lombard Wharf, Battersea",2250,A spectacular one bedroom apartment with a stunning wrap around balcony in the striking Lombard Wharf development on the banks of the River Thames.,1,1,51.4721538,-0.1773239,SW11,682026e48a95c5418752812ccc7ad8e4
"Lombard Wharf, Battersea",3250,SHORT LET with bills included. A spectacular one bedroom apartment with a stunning wrap around balcony in the striking Lombard Wharf development on the banks of the River Thames.,1,1,51.4721538,-0.1773239,SW11,ff5bff1184e0322b33f590ec3c6847d1
"Sanday Drive, Colindale",3145,Chestertons are thrilled to offer this selection of Unfurnished and Furnished 3 Bed Apartments at UNCLE Colindale – A beautifully designed development situated in the heart of a dynamic and thriving community in North-West London.,3,2,51.5950603,-0.247684,NW9,e35f4ed67352c997e45de1c769c11657
"Sanday Drive, Colindale",2472,Chestertons are thrilled to offer this selection of Unfurnished and Furnished 2 Bed Apartments at UNCLE Colindale – A beautifully designed development situated in the heart of a dynamic and thriving community in North-West London.,2,2,51.5950603,-0.247684,NW9,82c900efd499f78329d15b7c7d85afeb
"Sanday Drive, Colindale",2050,Chestertons are thrilled to offer this selection of Unfurnished and Furnished 1 Bed Apartments at UNCLE Colindale – A beautifully designed development situated in the heart of a dynamic and thriving community in North-West London.,1,1,51.5950603,-0.247684,NW9,3bda58fec3a39440b3c07f52197c6e59
"Sanday Drive, Colindale",1850,Chestertons are thrilled to offer this selection of Unfurnished and Furnished Studio Apartments at UNCLE Colindale – A beautifully designed development situated in the heart of a dynamic and thriving community in North-West London.,0,1,51.5950603,-0.247684,NW9,fb74efe089ad2007c961bc4adb867c4c
"Northumberland Park, London",1500,"This well-presented 1-bedroom, 1-bathroom flat offers stylish and comfortable living in the heart of Northumberland Park. The property features a spacious open-plan living area with large windows that bring in plenty of natural light, a modern fitted kitchen with integrated appliances, and a cont...",1,1,51.6024517,-0.0676958,N17 0QD,64e9f23380081ae173d817b6d1173637
"Offord Road, Islington",1400,"Living Space are pleased to offer this 1 bed flat situated in a great location in Barnsbury and within 5-10 minutes from Highbury & Islington tube. The property is offered either furnished or unfurnished, neutrally decorated throughout, quality fitted kitchen, modern bathroom.",1,1,51.543428,-0.1122157,N1 1PJ,a994e9685d8868e70c70d00849c877b1
"Wood Wharf, Canary Wharf, London",2253,"An immaculate studio apartment set in 10 Park Drive, a modern waterside development in Canary Wharf E14. The apartment comprises a bright and spacious, open-plan living area with floor-to-ceiling windows leading to an East facing Juliet balcony affording views over Park Drive. The fully equipped,...",0,1,51.5031081,-0.012924,E14,bcab5181f580c98d7a04b6cf8e60b070
"Ambrose House, Battersea Power Station",4498,"This spacious two bedroom apartment is available in the Battersea Power Station development. Featuring contemporary design and high specification finish, this superb apartment offers bright and spacious accommodation, with a stunning winter garden. The modern fitted kitchen comes complete with fu...",2,2,51.48202029999999,-0.1444907,SW11 8DD,0854a1a763385780a6571b2a0a49a1f4
"Park Drive, Wood Wharf, Canary Wharf, London",2340,"A superb studio apartment in 10 Park Drive, a fantastic development in the Canary Wharf Estate. The property features a well-designed and bright living and sleeping area with floor-to-ceiling windows, a fully integrated fitted kitchen, recessed lighting, wood flooring, underfloor heating and a st...",0,1,51.5031081,-0.012924,E14,1ca11df7d2f470bdd3e7cef4b4051a13
"New Acres, Wandsworth",2495,"New Acres is Wandsworth’s newest and most stylish neighbourhood with acres of public spaces, shops, restaurants and cafes. Located next to Wandsworth town station and close to the bank of the River Thames.",1,1,51.4616477,-0.1907511,SW18,fba57a83f8a5cb3dfd17768fc78fdbd2
"WEM Tower, Wembley",1650,£1200 ANNUAL DISCOUNT ON SELECT APARTMENTS Concierge | Air Conditioning | Co-Working Spaces | Onsite Café & Bar | Gym | Modern Apartments with Exceptional Views,1,1,51.5446409,-0.2739234,HA9,7b71efe34c053693187135a2968bf167
"Flat 406, Mitre Yard, Waterway House, 108 Scrubs Lane, London",3435,*INC 5 WEEKS RENT FREE | Brand new luxury apartment | North Kensington | 24hr concierge | Residents gym with Technogym equipment | Stunning roof terraces | Zero deposit option | Car parking available from £50pm,3,2,51.5264736,-0.2349154,NW10,ba0d690ed46ce3b5f40d1d071b649ebe
Linwood Close London,2000,"AVAILABLE NOW! Offered furnished, this stunning one bedroom apartment is sure to impress. Located in a quiet Close within walking distance to both Peckham-Rye & Denmark Hill, this property has a lot to offer.",2,1,51.4683213,-0.077196,SE5,25880e434007fdfe00cb4a5d7c26e26b
"Chatfield Road, London",1912,No deposit | New riverside co-living space | 10 min walk from Clapham Junction| Fully furnished studio | Gym | Cinema | Co-working | Events programme | Short stays available to 1-89 night stays available (price upon request),0,1,51.4654747,-0.1813821,SW11,a4e9f35d9285e628c036bb020baf7dac
"Tithe Close, London",3100,"NO DEPOSIT OPTION AVAILABLE A linked-detached home with south-east facing garden, garage, three double bedrooms a modern open plan Living/Kitchen space leading out to a Private Garden.",3,2,51.6036835,-0.2368222,NW7,85d8327b41d3122636522004c2599f52
"Frithville Gardens, London",3150,This spacious and well-presented three-bedroom property is situated in a beautiful period conversion.,3,1,51.5072258,-0.2268899,W12,8ebe1c3bd26de69be0af7d13cc115d1e
"Maybury Gardens, Willesden, London",2000,ZERO DEPOSIT AVAILABLE. LONG LET. Set within a charming period conversion this lovely two bedroom ground floor flat is well presented throughout boasting a separate kitchen and a private garden.,2,1,51.5465021,-0.233971,NW10,5edc4989029e3f90d1e933d310c76a53
"Drummond Street, Camden / Euston",4983,"This stunning four double bedroom property is situated within a lovely private development minutes to Euston. Offered in excellent condition the property has a large lounge with wood floors and a luxury open plan kitchen, spotlights, en-suite to master bedroom, neutral decor and ample storage spa...",4,2,51.5306872,-0.146932,NW1,f01b4d49d3bc3c2f10f20df53af728c0
"Regents Park Road, London,3HX",2300,"A beautifully presented 2 bedroom apartment on the 1st floor of a popular purpose built block (with lift).
This bright property features a large reception room with private balcony, a separate kitchen with integrated appliances, a very large double bedroom with extensive fitted wardrobe...",2,1,51.5937843,-0.1990442,N3,b79c65fbc2bc764d8f4015011d2e3f31
Leinster Gardens Bayswater,2898,SHORT LET: A recently refurbished one double bedroom apartment to let. Situated on the fourth floor of a popular period building and offering over 400 sq ft of lateral living space. Offered furnished and available immediately.,1,1,51.5138486,-0.1837743,W2,38639156eb32f03457b8661868c2ad79
"Baltimore Wharf, Millwall",1750,"A modern studio apartment in this very popular dockside development close next to Crossharbour DLR. The development boasts 24 hour concierge, gym and pool and is located walking distance to Canary Wharf and all its amenities. EPC rating B",0,1,51.4969486,-0.0149864,E14,5ef3371af9bddf5e962609e976794f17
Ashview Apartments,1850,"Bright and spacious apartment on the 2nd floor of Ashview Apartments, Woodberry Grove. Available to move into in March 2025 Modern property offering over 500 Sq Ft of internal space situated in a quiet cul de sac location. There is an open plan living area with floor to ceiling windows allowing...",1,1,51.5733505,-0.09417470000000001,N4,21f5db0dd61a8fcb5626426cc1564874
"Anerley Park, Anerley, London",1700,"ZERO DEPOSIT AVAILABLE. LONG LET. Recently refurbished throughout, this bright and airy two bedroom second floor flat offers a generous reception room with space to dine, two good-sized double bedrooms and off-street parking.",2,1,51.4128724,-0.067969,SE20,dc6fa4a146f69b936d579998a0a0556b
"Kensington, London",11917,"This beautifully refurbished four-bedroom apartment is set within a well-maintained, portered mansion block in the heart of Kensington. With its generous proportions and high ceilings, the apartment offers a fantastic space for both living and entertaining.",4,4,51.501713,-0.1909008,W8,c1fb548401b4e5b0a5d8a290132ae64f
Mitre Yard,3415,"UP TO 5 WEEKS RENT FREE! Brand new, luxury apartments available NOW | Parking available | 24h concierge | Residents' Gym | Pet-Friendly | On-Site Maintenance | Residents' Events.",3,2,51.54102289999999,-0.2530945,NW10,bce6ab45905c475320645a47ac10c627
"High Road, North Finchley- RENT INCLUDES WATER RATES",1480,"This unique 1 bedroom apartment stands out with a fantastic entresol level added to the property. This flat is finished off to a high standard and benefits from open planned kitchen lounge, Fully tiled shower room, double bedroom, entry phone, double glazing, gas central heating & laminate wooden...",1,1,51.617268,-0.177147,N12,31d6891df8fdfe42073f35c7e44d1005
"Etchingham Park Road, London",1100,"A property renovated to good standard. A Room Rental with a shared Kitchen in the heart of West Finchley. with Utility Bills included, Close to local amenities and transport links. Viewings are strictly by appointment only.",1,1,51.6041131,-0.1826884,N3 2DY,cb0adb7eaafa08ee5fcdb9bb83eb224f
"The Landmark East Tower, 24 Marsh Wall, Canary Wharf, London,9EB",3358,A fantastic opportunity to rent a luxurious 2 bedroom 2 bathroom flat on a high floor in the Landmark East Tower E14. The property is furnished and comprises 2 double bedrooms (one with en-...,2,2,51.5021205,-0.0246486,E14,793eafc1334a651c75e35ad7963afcd3
"Wingate Road, Brackenbury Village, Hammersmith",2167,"A spectacular, recently refurbished apartment in Brackenbury Village.Located on the top floor, the open plan living space has triple pane windows facing south, allowing an abundance of natural light to illuminate the showroom finish kitchen. Newly installed, the kitchen has a sleek, mod...",2,1,51.4994308,-0.2357103,W6,92fb6742af053218c8f892c9684af994
"Nine Elms Lane, London",21667,"A modern two bedroom apartment on the 32nd floor, with river views",3,3,51.4833241,-0.1322304,SW8,e5bdf4490a7954d293c9a057d847ad9b
"Viridium Apartments, 264 Finchley Road, London",3900,"Nova Haus are proud to present this stunning two bedroom apartment available within this new development located between West Hampstead and Hampstead. The apartment boasts a large open plan kitchen / reception room with integrated appliances, a principle bedroom with en-suite bathroom, second dou...",2,2,51.55405709999999,-0.1901303,NW3,3cf1d3b500bab80de9e4714b223322a1
"Primrose Hill, Primrose Hill, London",2750,LONG LET. Located in the heart of Primrose Hill this lovely 2 bedroom flat with separate kitchen is located on the second floor of a charming period conversion.,2,1,51.5395226,-0.1606499,NW3,ab01fb0ba3d52d80961f40c031653897
"Newington Causeway, London",1850,"A modern one bedroom apartment set on the eleventh floor of this landmark building, Metro Central Heights which includes, 24-hour concierge, heated swimming pool, steam room and gym. The property comprises one double bedroom with built-in storage, reception room with good views towards...",1,1,51.4973658,-0.0989049,SE1,e738ae2ea5d8000f6f23071cb43eabe4
"Austin Court, Village Road, Bush Hill Park",1850,"We are pleased to offer this first floor, two bedroom purpose built unfurnished flat to rent, situated in one of Enfield's most sought after locations within easy reach of local shops and Bush Hill Park BR main line station with direct link in to Liverpool Street station. Enfield Town is also clo...",2,1,51.6445559,-0.06559659999999999,EN1,db175266822a6c44c59cb19f05ae52fb
"Berrymead Gardens, London",2200,"Presenting to the market this delightful first floor two bedroom apartment, benefiting from two bathrooms and conveniently located close to Acton Town Tube Station and the High Street",2,2,51.5057499,-0.2687381,W3,c20a6f7d1c250bb3689533b821b51c7b
"Park Road, Edmonton, London",1400,"To Let - Edmonton, N18
John Grants are delighted to offer this newly refurbed spacious one bedroom house. The property benefits from gas...",1,1,51.6177358,-0.0652704,N18,2231348e1c07a84b8a0ae9d3bf84f5eb
